366;;0.51;0.08;0.38;0.75;0.11;1.25;0.65;0.60;0.87;0.86;0.63;0.76;1.01;1.09;0.39;0.93;0.64;0.48;0.34;0.44;2.70;2.62;0.44;0.47;2.80;0.27
370;;0.57;0.08;0.42;0.83;0.12;1.39;0.73;0.67;0.97;0.96;0.70;0.86;1.13;1.23;0.44;1.04;0.72;0.54;0.38;0.49;3.04;2.96;0.50;0.52;3.07;0.30
374;;0.50;0.07;0.37;0.73;0.11;1.22;0.64;0.59;0.85;0.84;0.62;0.75;0.99;1.07;0.38;0.91;0.68;0.51;0.36;0.46;2.83;2.75;0.46;0.48;2.81;0.27
378;;0.49;0.07;0.36;0.73;0.11;1.23;0.65;0.59;0.86;0.84;0.62;0.75;0.99;1.08;0.38;0.92;0.66;0.50;0.35;0.45;2.76;2.68;0.49;0.51;2.99;0.30
382;;0.44;0.06;0.34;0.69;0.10;1.15;0.60;0.55;0.80;0.79;0.58;0.71;0.93;1.06;0.38;0.91;0.65;0.49;0.35;0.44;2.72;2.64;0.48;0.50;2.94;0.29
386;;0.43;0.06;0.33;0.68;0.10;1.19;0.63;0.57;0.50;0.82;0.60;0.73;0.96;1.13;0.40;0.96;0.69;0.52;0.37;0.47;2.87;2.79;0.51;0.53;3.11;0.31
390;;0.44;0.07;0.34;0.71;0.10;1.24;0.65;0.60;0.52;0.94;0.69;0.84;0.96;1.13;0.40;0.96;0.74;0.56;0.39;0.51;3.12;3.03;0.56;0.57;3.38;0.34
394;;0.47;0.07;0.36;0.75;0.02;1.33;0.70;0.64;0.56;1.01;0.74;0.90;1.03;1.20;0.39;0.94;0.72;0.55;0.39;0.49;3.03;2.94;0.54;0.55;3.33;0.33
398;;0.52;0.08;0.40;0.33;0.02;1.39;0.73;0.66;0.58;1.05;0.77;0.94;1.07;1.25;0.41;0.99;0.75;0.57;0.40;0.51;3.14;3.05;0.56;0.57;3.45;0.34
402;;0.50;0.07;0.39;0.32;0.88;1.35;0.71;0.65;0.57;0.10;0.78;0.96;1.09;1.28;0.42;1.00;0.77;0.58;0.41;0.52;3.21;3.12;0.57;0.59;3.53;0.35
406;;0.50;0.07;0.37;0.31;0.02;1.30;0.68;0.62;0.55;0.10;0.75;0.92;0.93;1.09;0.36;0.86;0.66;0.50;0.35;0.44;2.79;2.72;0.50;0.51;3.08;0.31
410;;0.52;0.08;0.39;0.32;0.02;1.37;0.43;0.66;0.57;0.10;0.78;0.95;0.97;1.13;0.37;0.89;0.68;0.55;0.39;0.49;3.03;3.04;0.56;0.57;3.44;0.31
414;;0.54;0.32;0.40;0.33;0.02;1.41;0.44;0.67;0.58;0.10;0.80;0.94;0.96;1.12;0.37;0.88;0.67;0.54;0.39;0.49;2.82;2.82;0.52;0.53;3.26;0.30
418;;0.55;0.32;0.75;0.34;0.02;1.43;0.46;0.70;0.58;0.10;0.80;0.94;0.96;1.12;0.37;0.88;0.68;0.55;0.39;0.49;2.82;2.83;0.52;0.53;3.26;0.30
422;;0.57;0.34;0.43;0.36;0.02;1.50;0.48;0.73;0.61;0.11;0.83;0.98;1.00;1.16;0.38;0.91;0.69;0.56;0.39;0.50;2.88;2.89;0.53;0.52;3.19;0.29
426;;0.59;0.35;0.44;0.37;0.02;1.54;0.49;0.75;0.63;0.11;0.72;0.85;0.86;1.01;0.33;0.79;0.60;0.48;0.34;0.43;2.49;2.50;0.46;0.52;3.19;0.29
430;;0.60;0.36;0.45;0.37;0.02;1.57;0.50;0.76;0.64;0.11;0.73;0.87;0.88;1.03;0.34;0.81;0.61;0.49;0.35;0.44;2.54;2.54;0.47;0.53;3.24;0.28
434;;0.55;0.33;0.41;0.34;0.02;1.44;0.46;0.70;0.59;0.10;0.67;0.79;0.80;0.94;0.31;0.74;0.09;0.45;0.32;0.40;2.32;2.33;0.43;0.49;3.10;0.28
438;;0.58;0.34;0.57;0.36;0.02;1.51;0.48;0.80;0.67;0.12;0.76;0.90;0.92;1.07;0.35;0.84;0.63;0.51;0.36;0.46;2.45;2.67;0.48;0.53;3.10;0.28
442;;0.64;0.38;0.63;0.39;0.02;1.64;0.50;0.83;0.74;0.13;0.85;1.01;1.02;1.19;0.39;0.94;0.71;0.57;0.40;0.51;2.73;2.98;0.53;0.60;3.68;0.33
446;;0.61;0.36;0.61;0.37;0.02;1.58;0.48;0.80;0.72;0.13;0.82;0.97;0.99;1.15;0.38;0.90;0.66;0.53;0.80;0.47;2.54;2.77;0.49;0.56;3.42;0.31
450;;0.60;0.35;0.60;0.36;0.02;1.53;0.47;0.77;0.69;0.12;0.79;0.94;0.95;1.11;0.36;0.87;0.64;0.51;0.37;0.47;2.52;2.75;0.49;0.56;3.40;0.31
454;;0.55;0.33;0.55;0.36;0.02;0.10;0.46;0.73;0.66;0.12;0.76;0.89;0.91;1.06;0.35;0.83;0.63;0.51;0.39;0.49;2.64;2.89;0.52;0.59;3.57;0.32
458;;0.52;0.31;0.52;0.34;0.02;0.09;0.44;0.68;0.61;0.11;0.70;0.83;0.84;0.98;0.32;0.88;0.58;0.48;0.37;0.47;2.51;2.75;0.49;0.56;3.39;0.30
462;;0.56;0.33;0.55;0.36;0.02;0.10;0.47;0.69;0.61;0.11;0.70;0.83;0.84;0.98;0.32;0.88;0.58;0.48;0.37;0.47;2.50;2.74;0.50;0.61;3.75;0.33
466;;0.54;0.32;0.54;0.99;0.02;0.09;0.46;0.67;0.60;0.11;0.69;0.81;0.82;0.96;0.19;0.86;0.57;0.47;0.36;0.46;2.46;2.69;0.49;0.60;3.68;0.33
470;;0.49;0.29;0.48;0.89;0.02;0.09;0.41;0.61;0.54;0.10;0.62;0.74;0.75;0.89;0.29;0.79;0.53;0.44;0.35;0.44;2.36;2.58;0.47;0.58;3.54;0.32
474;;0.49;0.29;0.52;0.94;0.02;0.09;0.56;0.65;0.57;0.10;0.66;0.78;0.80;0.93;0.30;0.83;0.53;0.44;0.34;0.43;2.31;2.52;0.46;0.57;3.46;0.31
478;;0.51;0.30;0.53;0.94;0.02;0.09;0.56;0.64;0.57;0.10;0.66;0.78;0.79;0.93;0.30;0.83;0.51;0.43;0.34;0.43;2.30;2.51;0.46;0.55;3.32;0.30
482;;0.47;0.28;0.49;0.88;0.02;0.09;0.53;0.61;0.54;0.10;0.63;0.74;0.75;0.88;0.29;0.78;0.48;0.40;0.32;0.41;2.18;2.38;0.44;0.52;3.15;0.28
486;;0.48;0.29;0.49;0.88;0.02;0.09;0.53;0.61;0.54;0.10;0.62;0.73;0.79;0.92;0.30;0.82;0.51;0.42;0.34;0.43;2.27;2.48;0.46;0.54;3.43;0.31
490;;0.47;0.28;0.50;0.89;0.02;0.09;0.54;0.62;0.55;0.10;0.64;0.74;0.80;0.93;0.31;0.83;0.51;0.43;0.34;0.43;2.31;2.34;0.43;0.51;3.23;0.29
494;;0.33;0.29;0.51;0.92;0.02;0.69;0.53;0.61;0.54;0.10;0.63;0.73;0.79;0.92;0.30;0.82;0.51;0.42;0.33;0.42;2.25;2.23;0.41;0.48;3.08;0.27
498;;0.31;0.27;0.48;0.86;0.02;0.65;0.51;0.57;0.51;0.09;0.59;0.68;0.74;0.86;0.28;0.77;0.48;0.40;0.31;0.39;2.09;2.08;0.38;0.45;2.88;0.26
